Engg Per,Uni_Grade,Experinece,Interview_Score,No_Patents,Test_Marks,Qualification,Salary
54,2,7,5,2,25,Ph.D,1673000
80,1,0,8,0,40,Master,246000
66,3,10,7,0,35,Master,1171000
72,4,0,7,1,35,Ph.D,764000
63,2,11,6,1,30,Bachelor,1491000
74,3,12,7,1,35,Bachelor,2022000
51,4,20,5,0,25,Master,2892000
74,1,1,7,2,35,Master,818000
53,4,3,5,0,25,Master,763000
79,3,16,8,2,40,Ph.D,2629000
79,4,17,8,1,40,Ph.D,3100000
76,1,6,8,0,40,Ph.D,1208000
58,3,0,6,0,30,Master,104000
52,1,9,5,0,25,Master,1402000
82,2,18,8,2,40,Master,2514000
52,1,18,5,2,25,Ph.D,3220000
83,4,15,8,0,40,Bachelor,2231000
82,3,18,8,2,40,Master,2559000
64,3,11,6,2,30,Master,2290000
68,1,5,7,1,35,Bachelor,617000
53,3,6,5,0,25,Master,947000
84,3,11,8,1,40,Bachelor,1471000
84,4,0,8,0,40,Bachelor,447000
79,1,11,8,0,40,Bachelor,1736000
71,2,2,7,0,35,Bachelor,810000
81,1,11,8,1,40,Ph.D,2031000
73,2,15,7,2,35,Bachelor,2053000
63,1,10,6,1,30,Ph.D,1919000
83,3,7,8,0,40,Ph.D,1684000
62,4,10,6,1,30,Ph.D,2217000
53,3,16,5,1,25,Bachelor,2290000
76,3,1,8,2,40,Ph.D,1352000
67,1,17,7,1,35,Master,2070000
81,3,8,8,2,40,Master,1920000
52,3,15,5,1,25,Master,2022000
82,4,16,8,1,40,Bachelor,2101000
60,2,20,6,1,30,Master,2510000
81,2,13,8,0,40,Bachelor,1627000
76,1,8,8,2,40,Bachelor,1959000
83,4,7,8,0,40,Bachelor,1788000
73,2,4,7,2,35,Bachelor,909000
68,4,1,7,1,35,Master,1164000
74,2,8,7,1,35,Ph.D,1846000
63,1,13,6,2,30,Bachelor,2281000
61,3,14,6,0,30,Ph.D,2184000
81,4,16,8,0,40,Bachelor,2065000
73,4,8,7,1,35,Master,1436000
,3,6,6,0,30,Bachelor,929000
65,2,8,7,0,35,Ph.D,1584000
53,4,14,5,2,25,Bachelor,2343000
67,2,17,7,0,35,Ph.D,2579000
68,1,13,7,2,35,Master,2433000
78,2,20,8,0,40,Master,2663000
63,3,3,6,2,30,Bachelor,793000
57,3,8,6,0,30,Ph.D,1793000
71,4,11,7,0,35,Bachelor,2123000
75,3,0,8,0,40,Ph.D,1282000
53,1,11,5,1,25,Bachelor,1627000
66,2,4,7,2,35,Ph.D,1485000
50,2,10,5,0,25,Master,979000
61,4,12,6,2,30,Bachelor,2222000
50,1,12,5,2,25,Bachelor,1983000
85,3,20,9,0,45,Bachelor,2668000
83,4,12,8,1,40,Bachelor,2349000
59,4,5,6,1,30,Bachelor,1410000
74,4,10,7,0,35,Master,1931000
61,3,16,6,2,30,Ph.D,2958000
75,4,12,8,1,40,Bachelor,2320000
69,2,10,7,2,35,Ph.D,1862000
56,3,16,6,2,30,Bachelor,2282000
82,2,13,8,1,40,Ph.D,2382000
51,3,3,5,1,25,Bachelor,1072000
77,3,18,8,0,40,Bachelor,2323000
,4,2,6,1,30,Master,787000
63,3,6,6,0,30,Master,1365000
51,4,15,5,1,25,Bachelor,1787000
63,1,20,6,0,30,Bachelor,1948000
72,1,12,7,2,35,Master,1631000
60,4,19,6,2,30,Ph.D,3548000
64,3,16,6,2,30,Ph.D,3136000
71,2,2,7,1,35,Bachelor,750000
72,1,12,7,0,35,Bachelor,1401000
76,2,9,8,2,40,Ph.D,2407000
68,2,17,7,1,35,Master,1825000
75,3,11,8,2,40,Master,1873000
51,4,10,5,0,25,Master,1426000
63,3,13,6,1,30,Ph.D,1928000
84,1,15,8,0,40,Master,2362000
57,4,14,6,2,30,Master,2769000
63,1,5,6,0,30,Master,827000
65,3,10,7,1,35,Bachelor,1122000
50,1,9,5,0,25,Ph.D,1510000
69,1,2,7,0,35,Bachelor,283000
60,1,6,6,0,30,Ph.D,999000
51,4,9,5,0,25,Master,1600000
51,4,10,5,1,25,Master,1850000
52,1,2,5,1,25,Bachelor,501000
54,2,0,5,1,25,Master,168000
66,4,20,7,2,35,Bachelor,3255000
82,2,20,8,0,40,Master,2553000
81,1,4,8,2,40,Master,1493000
67,4,0,7,0,35,Ph.D,935000
,4,16,6,0,30,Bachelor,1963000
78,4,18,8,1,40,Bachelor,2175000
52,3,13,5,2,25,Master,1718000
67,3,12,7,0,35,Master,1281000
56,4,16,6,0,30,Master,2180000
53,3,2,5,2,25,Master,948000
59,2,19,6,0,30,Bachelor,2124000
57,1,13,6,1,30,Bachelor,1314000
81,3,9,8,0,40,Master,1209000
62,1,19,6,0,30,Bachelor,2125000
78,1,19,8,2,40,Ph.D,3208000
71,3,12,7,0,35,Ph.D,2474000
73,4,0,7,1,35,Ph.D,955000
77,,0,8,2,40,Bachelor,1230000
74,1,2,7,2,35,Ph.D,1248000
72,1,10,7,0,35,Bachelor,1492000
660,3,19,7,2,35,Master,2471000
71,1,12,7,1,35,Ph.D,1865000
80,,4,8,2,40,Bachelor,1469000
63,3,6,6,2,30,Ph.D,1903000
52,1,13,5,2,25,Master,2322000
60,1,18,6,2,30,Ph.D,3340000
70,1,12,7,2,35,Master,2096000
78,,6,8,2,40,Bachelor,1560000
67,,11,7,1,35,Ph.D,2181000
62,1,16,6,0,30,Master,2103000
56,2,14,6,1,30,Ph.D,2237000
74,2,15,7,0,35,Bachelor,1710000
700,,0,7,0,35,Ph.D,1252000
78,3,10,8,2,40,Bachelor,1605000
75,1,9,8,2,40,Ph.D,2413000
51,,10,5,2,25,Bachelor,1935000
83,2,20,8,2,40,Master,3285000
68,1,9,7,0,35,Master,1433000
58,3,7,6,2,30,Bachelor,1582000
80,2,8,8,0,40,Master,1089000
70,2,10,7,1,35,Ph.D,1652000
56,3,0,6,0,30,Bachelor,512000
64,3,20,6,0,30,Master,2232000
75,2,19,8,0,40,Bachelor,2610000
52,3,15,5,1,25,Ph.D,2729000
81,1,15,8,0,40,Ph.D,2724000
70,3,4,7,0,35,Master,789000
78,2,18,8,0,40,Master,2001000
57,3,3,6,2,30,Bachelor,683000
67,1,5,7,0,35,Master,843000
70,,6,7,0,35,Bachelor,1164000
76,1,11,8,1,40,Master,1496000
77,4,16,8,0,40,Master,2068000
53,1,6,5,1,25,Bachelor,1164000
53,4,11,5,2,25,Ph.D,2687000
55,4,9,6,0,30,Master,1407000
50,1,13,5,1,25,Bachelor,1400000
61,2,4,6,2,30,Bachelor,858000
62,4,2,6,2,30,Bachelor,1501000
61,2,20,6,2,30,Ph.D,3237000
55,2,4,6,1,30,Master,562000
59,2,10,6,0,30,Master,1204000
61,1,14,6,1,30,Ph.D,1839000
52,3,8,5,2,25,Master,1839000
59,4,5,6,0,30,Ph.D,1532000
73,1,0,7,2,35,Bachelor,1163000
73,1,15,7,0,35,Bachelor,1659000
59,2,1,6,2,30,Master,781000
84,4,2,8,2,40,Ph.D,2043000
65,3,7,7,0,35,Bachelor,1396000
51,1,18,5,1,25,Bachelor,2479000
70,2,10,7,1,35,Bachelor,1097000
85,1,10,9,1,45,Bachelor,1420000
76,1,3,8,0,40,Ph.D,1385000
74,4,15,7,1,35,Ph.D,2645000
68,1,15,7,1,35,Ph.D,2407000
58,3,17,6,1,30,Ph.D,2309000
67,2,16,7,1,35,Master,2029000
63,4,10,6,1,30,Ph.D,2513000
62,4,8,6,0,30,Ph.D,1841000
78,3,18,8,0,40,Bachelor,2587000
84,4,7,8,1,40,Master,1877000
80,2,16,8,0,40,Bachelor,1685000
74,4,0,7,1,35,Ph.D,1043000
82,4,17,8,0,40,Bachelor,2487000
61,3,14,6,1,30,Bachelor,2088000
53,1,11,5,0,25,Master,1384000
70,2,9,7,0,35,Master,1514000
54,4,9,5,2,25,Master,2122000
51,1,11,5,0,25,Bachelor,1681000
68,2,3,7,0,35,Bachelor,660000
61,2,4,6,0,30,Ph.D,973000
52,2,0,5,1,25,Ph.D,761000
55,3,13,6,0,30,Master,1488000
78,3,3,8,1,40,Bachelor,929000
68,1,9,7,2,35,Master,1951000
59,4,16,6,0,30,Bachelor,2152000
69,2,4,7,0,35,Ph.D,1452000
85,3,15,9,0,45,Ph.D,2593000
77,1,5,8,0,40,Ph.D,1049000
81,1,11,8,1,40,Bachelor,1857000
60,3,7,6,0,30,Master,1210000
64,1,4,6,2,30,Master,1303000
58,2,10,6,0,30,Master,1426000
55,4,6,6,1,30,Ph.D,1555000
73,2,16,7,1,35,Master,2109000
58,2,3,6,1,30,Master,357000
78,4,5,8,1,40,Bachelor,1402000
78,1,11,8,2,40,Ph.D,2659000
69,4,7,7,2,35,Ph.D,2527000
55,3,8,6,1,30,Ph.D,1251000
51,4,3,5,0,25,Ph.D,1327000
68,2,7,7,2,35,Bachelor,1666000
79,4,4,8,1,40,Bachelor,1038000
82,3,5,8,1,40,Master,978000
54,4,11,5,2,25,Master,2273000
74,2,1,7,1,35,Ph.D,680000
63,4,13,6,2,30,Master,2372000
84,3,15,8,1,40,Ph.D,2613000
61,4,13,6,0,30,Ph.D,2448000
63,3,8,6,0,30,Ph.D,1901000
83,3,13,8,1,40,Master,1644000
54,3,5,5,2,25,Master,1037000
58,2,6,6,2,30,Master,1234000
78,3,11,8,1,40,Master,1403000
65,2,9,7,2,35,Master,1603000
55,4,3,6,0,30,Bachelor,755000
56,1,20,6,2,30,Bachelor,2693000
83,4,18,8,1,40,Bachelor,2942000
52,2,5,5,0,25,Bachelor,541000
60,1,2,6,1,30,Master,319000
59,3,16,6,1,30,Master,1803000
70,3,17,7,1,35,Bachelor,2301000
61,3,9,6,1,30,Bachelor,1058000
63,2,15,6,0,30,Bachelor,1653000
72,1,15,7,0,35,Master,2121000
56,1,16,6,1,30,Master,2258000
61,3,19,6,2,30,Master,3021000
82,1,2,8,0,40,Master,523000
52,3,13,5,2,25,Bachelor,2012000
66,1,7,7,0,35,Master,1388000
61,3,9,6,2,30,Bachelor,2055000
77,4,5,8,2,40,Bachelor,1950000
51,4,3,5,0,25,Master,1199000
72,3,0,7,0,35,Bachelor,393000
85,1,10,9,2,45,Ph.D,2652000
65,1,11,7,1,35,Master,1350000
50,4,8,5,0,25,Bachelor,1419000
82,4,5,8,1,40,Master,1701000
79,4,8,8,0,40,Master,1654000
67,1,9,7,1,35,Bachelor,1340000
63,4,4,6,2,30,Ph.D,1711000
75,1,4,8,1,40,Master,960000
59,3,7,6,0,30,Ph.D,1827000
54,3,16,5,1,25,Bachelor,2081000
51,3,14,5,1,25,Ph.D,2487000
55,1,12,6,2,30,Ph.D,2655000
81,2,8,8,2,40,Ph.D,2380000
80,1,0,8,2,40,Ph.D,974000
77,1,4,8,1,40,Ph.D,1533000
54,1,13,5,1,25,Bachelor,1352000
83,4,7,8,0,40,Ph.D,2065000
69,4,9,7,2,35,Master,1677000
85,1,3,9,1,45,Bachelor,1127000
53,1,18,5,2,25,Ph.D,2651000
74,2,3,7,2,35,Ph.D,1631000
50,1,0,5,0,25,Bachelor,270000
75,2,3,8,2,40,Bachelor,1398000
67,2,14,7,2,35,Master,2196000
62,3,5,6,1,30,Bachelor,1175000
70,4,0,7,0,35,Master,1014000
84,2,12,8,1,40,Master,1905000
64,4,8,6,1,30,Ph.D,2018000
69,4,20,7,0,35,Ph.D,3194000
64,3,6,6,0,30,Bachelor,1350000
74,2,16,7,2,35,Ph.D,3179000
64,4,0,6,2,30,Ph.D,1557000
56,4,11,6,1,30,Bachelor,1586000
83,4,16,8,0,40,Ph.D,2757000
56,4,1,6,2,30,,856000
84,1,20,8,1,40,Ph.D,2531000
81,4,10,8,1,40,Bachelor,1563000
64,3,16,6,1,30,,2131000
61,3,15,6,1,30,Master,1895000
57,2,20,6,1,30,Bachelor,2456000
65,4,5,7,2,35,Ph.D,1920000
58,2,14,6,1,30,,1885000
61,4,6,6,2,30,Ph.D,1931000
82,2,3,8,1,40,Ph.D,1169000
56,3,9,6,1,30,Master,1334000
56,2,11,6,1,30,Master,1180000
76,1,6,8,2,40,Master,1032000
70,1,9,7,1,35,Master,1361000
52,3,0,5,0,25,,459000
73,4,14,7,0,35,Master,1786000
54,4,3,5,0,25,Master,1190000
60,3,9,6,0,30,Master,1347000
85,3,16,9,0,45,Master,2210000
82,4,5,8,1,40,Ph.D,1938000
55,4,9,6,2,30,Bachelor,1840000
69,3,18,7,0,35,Ph.D,2884000
54,1,9,5,0,25,Ph.D,1974000
79,2,10,8,1,40,Ph.D,1534000
54,2,1,5,0,25,Ph.D,459000
75,3,16,8,0,40,Bachelor,1895000
52,2,9,5,0,25,Ph.D,1564000
66,1,10,7,0,35,Master,1384000
55,3,4,6,1,30,Ph.D,1298000
85,2,3,9,0,45,Bachelor,901000
79,4,11,8,1,40,Master,1627000
69,1,1,7,1,35,Ph.D,1101000
71,4,18,7,0,35,Bachelor,2236000
56,3,11,6,1,30,Bachelor,1494000
70,2,14,7,2,35,Bachelor,2192000
58,2,10,6,1,30,Bachelor,1377000
77,4,2,8,0,40,Bachelor,966000
74,3,2,7,2,35,Master,1003000
75,3,2,8,1,40,Ph.D,826000
69,1,3,7,0,35,Ph.D,1414000
67,1,8,7,0,35,Master,1387000
57,1,10,6,1,30,Bachelor,1343000
68,3,4,7,2,35,Ph.D,1276000
55,4,5,6,0,30,Master,1405000
61,1,19,6,1,30,Master,2002000
69,3,1,7,2,35,Master,649000
58,4,14,6,1,30,Bachelor,1855000
78,2,15,8,2,40,Ph.D,2467000
61,2,10,6,0,30,Ph.D,2104000
82,2,6,8,2,40,Ph.D,1868000
57,1,1,6,1,30,Ph.D,522000
69,2,11,7,1,35,Bachelor,1744000
60,2,8,6,0,30,Master,1007000
59,4,16,6,1,30,Bachelor,2155000
66,2,15,7,0,35,Bachelor,1807000
83,3,9,8,1,40,Bachelor,1172000
77,2,0,8,0,40,Master,736000
52,1,14,5,0,25,Ph.D,2004000
67,4,16,7,2,35,Bachelor,2880000
67,4,16,7,1,35,Bachelor,2643000
80,3,20,8,0,40,Ph.D,3193000
59,4,14,6,0,30,Bachelor,1948000
76,4,11,8,2,40,Master,1955000
83,1,12,8,0,40,Master,1765000
50,3,17,5,1,25,Bachelor,2068000
63,2,8,6,0,30,Bachelor,1247000
56,3,12,6,0,30,Ph.D,1759000
80,2,17,8,2,40,Bachelor,2291000
69,3,14,7,0,35,Master,2212000
73,1,0,7,0,35,Ph.D,1112000
72,2,1,7,1,35,Ph.D,1014000
70,1,4,7,2,35,Master,1513000
72,3,5,7,0,35,Bachelor,1130000
50,4,16,5,0,25,Master,1928000
55,1,5,6,1,30,Bachelor,1217000
70,4,11,7,2,35,Bachelor,2359000
64,4,14,6,1,30,Bachelor,2192000
57,3,13,6,2,30,Ph.D,2213000
52,4,6,5,2,25,Bachelor,1406000
67,1,0,7,0,35,Master,163000
84,1,7,8,1,40,Ph.D,1830000
84,3,15,8,1,40,Ph.D,2565000
72,1,18,7,1,35,Bachelor,2081000
64,2,14,6,0,30,Bachelor,1792000
62,2,10,6,2,30,Ph.D,2370000
75,4,15,8,0,40,Ph.D,2857000
51,3,16,5,2,25,Bachelor,2092000
54,1,8,5,0,25,Bachelor,1050000
57,3,3,6,0,30,Master,381000
53,1,7,5,1,25,Bachelor,653000
77,3,20,8,1,40,Bachelor,2704000
61,1,12,6,2,30,Bachelor,2283000
72,1,13,7,0,35,Bachelor,1633000
52,1,5,5,0,25,Bachelor,587000
61,3,20,6,2,30,Master,3201000
65,2,20,7,2,35,Master,2953000
81,3,6,8,0,40,Ph.D,1614000
60,2,20,6,1,30,Ph.D,2567000
85,2,11,9,1,45,Master,1550000
81,2,15,8,0,40,Master,1893000
83,3,15,8,0,40,Ph.D,2055000
76,3,19,8,2,40,Ph.D,2966000
84,2,9,8,1,40,Ph.D,1824000
71,3,19,7,2,35,Bachelor,2413000
53,2,10,5,1,25,Master,1483000
57,3,12,6,0,30,Master,1979000
52,1,11,5,1,25,Master,1312000
68,2,19,7,1,35,Ph.D,2617000
66,1,20,7,1,35,Bachelor,2414000
71,1,14,7,1,35,Ph.D,2640000
84,4,17,8,2,40,Bachelor,2718000
64,2,7,6,2,30,Bachelor,1265000
67,2,20,7,1,35,Master,2786000
54,1,1,5,0,25,Bachelor,119000
50,1,20,5,0,25,Bachelor,1993000
73,2,17,7,2,35,Ph.D,3144000
73,4,7,7,0,35,Master,1591000
51,4,0,5,0,25,Master,823000
59,1,9,6,1,30,Bachelor,1166000
66,2,2,7,2,35,Bachelor,615000
53,3,13,5,2,25,Master,2065000
51,2,20,5,0,25,Master,2668000
80,3,18,8,1,40,Bachelor,2595000
73,3,8,7,2,35,Ph.D,2384000
80,2,17,8,1,40,Ph.D,2721000
50,3,12,5,2,25,Master,2045000
60,4,17,6,1,30,Bachelor,2212000
55,4,10,6,2,30,Bachelor,1822000
85,2,1,9,2,45,Bachelor,1175000
65,4,1,7,1,35,Bachelor,603000
60,4,6,6,1,30,Master,1222000
64,3,2,6,0,30,Ph.D,786000
59,2,10,6,0,30,Master,1187000
64,2,7,6,0,30,Ph.D,1635000
74,4,1,7,0,35,Bachelor,947000
,4,20,6,1,30,Master,2461000
77,4,2,8,0,40,Master,572000
84,2,20,8,2,40,Bachelor,2802000
79,3,1,8,1,40,Ph.D,1076000
73,4,13,7,1,35,Master,2162000
82,3,12,8,2,40,Bachelor,2027000
80,4,0,8,0,40,Bachelor,365000
67,4,19,7,0,35,Master,2429000
52,4,13,5,2,25,Master,2707000
72,3,9,7,0,35,Ph.D,1637000
64,4,1,6,1,30,Master,1211000
54,4,15,5,0,25,Master,2329000
50,1,20,5,0,25,Bachelor,1945000
82,1,10,8,2,40,Master,1520000
64,3,2,6,1,30,Ph.D,815000
74,1,15,7,1,35,Bachelor,1558000
56,1,15,6,2,30,Bachelor,2261000
52,3,12,5,1,25,Master,1916000
71,3,3,7,0,35,Bachelor,583000
62,4,5,6,0,30,Ph.D,1441000
67,1,15,7,0,35,Bachelor,1487000
60,2,15,6,2,30,Ph.D,2676000
50,1,18,5,1,25,Master,2332000
62,4,8,6,2,30,Ph.D,2337000
60,3,14,6,1,30,Bachelor,1871000
64,3,13,6,0,30,Master,1649000
66,2,7,7,0,35,Master,1298000
66,4,9,7,1,35,Master,1683000
84,1,4,8,0,40,,744000
74,1,13,7,0,35,Bachelor,1285000
76,3,11,8,1,40,Master,1448000
69,4,16,7,2,35,Bachelor,2477000
72,2,11,7,0,35,Master,1823000
72,2,7,7,2,35,Ph.D,1555000
50,,1,5,0,25,Master,772000
68,2,8,7,1,35,Bachelor,1222000
69,3,1,7,1,35,,533000
59,2,15,6,1,30,,2229000
59,2,13,6,0,30,Ph.D,2206000
,3,7,6,2,30,Ph.D,2089000
83,3,4,8,2,40,,1620000
69,2,20,7,1,35,Ph.D,2817000
75,2,12,8,1,40,Bachelor,1988000
82,,6,8,0,40,Ph.D,1181000
66,2,13,7,0,35,Ph.D,1835000
57,,9,6,1,30,Ph.D,1831000
56,,7,6,1,30,Ph.D,1156000
,3,6,6,0,30,Ph.D,1592000
79,1,7,8,2,40,Master,1466000
64,4,8,6,1,30,Bachelor,1674000
62,4,3,6,0,30,Ph.D,1041000
62,4,12,6,0,30,Master,2135000
78,4,3,8,2,40,Master,1245000
55,1,5,6,0,30,Bachelor,678000
58,2,2,6,0,30,Master,908000
84,1,15,8,0,40,Bachelor,2043000
77,4,14,8,2,40,Ph.D,2682000
67,1,2,7,0,35,Ph.D,1273000
59,1,14,6,1,30,Bachelor,2074000
68,4,15,7,1,35,Ph.D,2742000
71,1,1,7,2,35,Master,967000
75,4,1,8,2,40,Master,1009000
59,4,1,6,1,30,Bachelor,398000
79,4,14,8,0,40,Ph.D,2416000
81,1,16,8,1,40,Ph.D,2737000
65,1,10,7,1,35,Master,1715000
60,4,14,6,1,30,,2304000
,4,6,5,2,25,Bachelor,1173000
74,1,19,7,2,35,Master,2376000
50,1,2,5,1,25,,565000
,4,8,5,1,25,Bachelor,1450000
54,2,1,5,1,25,Bachelor,812000
57,4,0,6,2,30,Bachelor,993000
51,1,0,5,1,25,,590000
80,4,20,8,0,40,Bachelor,3008000
74,1,13,7,1,35,Bachelor,1675000
62,2,15,6,1,30,Master,1829000
63,4,2,6,0,30,Master,699000
84,3,8,8,0,40,Bachelor,1287000
79,2,0,8,2,40,Master,597000
60,4,0,6,0,30,Bachelor,659000
54,3,16,5,1,25,Master,2223000
72,4,5,7,1,35,Master,1412000
79,4,18,8,2,40,Bachelor,2779000
79,2,12,8,1,40,Bachelor,1301000
83,1,1,8,1,40,Bachelor,600000
67,2,14,7,1,35,Bachelor,2083000
55,2,11,6,1,30,Master,1558000
77,2,7,8,2,40,Bachelor,1694000
80,4,3,8,0,40,,1209000
85,4,19,9,1,45,Master,2767000
66,2,2,7,1,35,Bachelor,300000
82,3,12,8,2,40,Bachelor,1688000
51,2,11,5,2,25,Master,1473000
81,1,2,8,2,40,Master,1227000
64,4,20,6,2,30,Master,3085000
83,3,17,8,1,40,Bachelor,2501000
54,1,17,5,1,25,Bachelor,2166000
73,3,10,7,0,35,Master,1475000
68,2,3,7,0,35,,1091000
75,2,14,8,1,40,Master,1746000
69,3,11,7,2,35,Master,1758000
62,4,5,6,0,30,Bachelor,1196000
56,3,17,6,0,30,Bachelor,2174000
59,1,12,6,0,30,Master,1192000
78,3,17,8,2,40,Bachelor,2534000
53,4,18,5,1,25,Bachelor,2727000
59,4,1,6,2,30,Ph.D,1166000
72,1,9,7,0,35,Master,1573000
62,2,18,6,1,30,,2599000
74,3,4,7,1,35,Bachelor,777000
85,,20,9,2,45,Bachelor,2484000
63,4,6,6,2,30,Master,1685000
56,4,17,6,0,30,Master,1968000
69,,15,7,0,35,Master,2148000
62,,12,6,0,30,,1807000
56,1,13,6,0,30,Ph.D,1664000
63,,1,6,1,30,Master,213000
79,3,10,8,2,40,Ph.D,2534000
56,3,2,6,2,30,Bachelor,747000
84,2,15,8,2,40,Bachelor,2140000
67,2,18,7,2,35,Master,2358000
50,3,3,5,1,25,Bachelor,846000
84,3,19,8,1,40,Ph.D,3007000
65,3,15,7,0,35,Master,1901000
53,4,1,5,0,25,Bachelor,667000
66,4,5,7,2,35,Master,1844000
79,4,2,8,1,40,Master,1394000
56,3,10,6,2,30,Master,1951000
80,1,19,8,1,40,Ph.D,2923000
71,1,2,7,0,35,Master,465000
69,3,16,7,0,35,Ph.D,2677000
51,2,9,5,2,25,Ph.D,2394000
55,2,11,6,0,30,Ph.D,1569000
60,3,13,6,1,30,Ph.D,2526000
51,1,14,5,2,25,Ph.D,2866000
75,2,12,8,1,40,Master,1719000
83,1,11,8,0,40,Ph.D,1627000
67,3,13,7,0,35,Bachelor,1756000
75,2,9,8,1,40,Master,1239000
76,3,20,8,0,40,Ph.D,2537000
73,2,19,7,0,35,Master,2187000
84,2,7,8,1,40,Bachelor,1591000
69,3,4,7,2,35,Bachelor,1266000
80,3,10,8,2,40,Bachelor,1503000
55,3,4,6,0,30,Master,819000
79,2,0,8,2,40,Bachelor,926000
73,1,19,7,0,35,Ph.D,2761000
51,1,17,5,2,25,Master,2055000
85,3,11,9,1,45,Bachelor,1966000
63,4,2,6,2,30,Master,1589000
54,3,5,5,0,25,Ph.D,1274000
85,4,14,9,2,45,Ph.D,3222000
70,2,0,7,0,35,Ph.D,697000
78,3,19,8,1,40,Ph.D,3073000
56,3,11,6,0,30,Master,1811000
65,2,14,7,1,35,Bachelor,1958000
57,2,0,6,1,30,Ph.D,635000
76,3,4,8,1,40,Ph.D,1339000
54,2,12,5,2,25,Master,2263000
71,2,17,7,1,35,Ph.D,2297000
50,3,19,5,1,25,Bachelor,2509000
83,3,13,8,1,40,Master,1545000
76,1,10,8,0,40,Ph.D,1680000
57,1,2,6,0,30,Master,711000
84,3,14,8,2,40,Ph.D,2981000
58,3,1,6,0,30,Ph.D,614000
68,2,12,7,0,35,Bachelor,1908000
85,2,14,9,0,45,Master,1878000
75,3,17,8,2,40,Master,2982000
73,4,1,7,2,35,Bachelor,1435000
56,4,3,6,0,30,Ph.D,1350000
79,1,6,8,0,40,Bachelor,607000
60,2,8,6,1,30,Ph.D,1446000
78,2,18,8,0,40,Master,2390000
67,1,19,7,2,35,Bachelor,2994000
77,3,11,8,1,40,Ph.D,1880000
83,1,18,8,2,40,Bachelor,2256000
73,1,1,7,2,35,Bachelor,682000
73,4,3,7,2,35,Master,1690000
51,4,16,5,0,25,Bachelor,1829000
72,3,6,7,2,35,Bachelor,1154000
85,4,12,9,2,45,Bachelor,2400000
54,1,16,5,0,25,Ph.D,1928000
60,3,20,6,1,30,Master,2499000
66,2,19,7,1,35,Ph.D,2464000
,4,2,5,0,25,Master,588000
85,2,0,9,1,45,Bachelor,751000
78,4,3,8,2,40,Ph.D,1858000
75,4,20,8,0,40,Bachelor,2928000
54,2,6,5,2,25,Ph.D,1355000
60,2,16,6,0,30,Master,1949000
84,4,5,8,0,40,Ph.D,1763000
72,3,0,7,0,35,Bachelor,761000
67,2,16,7,1,35,Ph.D,2705000
76,2,12,8,2,40,Master,2034000
75,2,0,8,0,40,Ph.D,564000
61,1,20,6,0,30,Bachelor,1964000
58,1,14,6,2,30,Master,2056000
56,1,3,6,0,30,Ph.D,683000
69,3,7,7,1,35,Bachelor,1242000
50,4,16,5,1,25,Bachelor,1987000
85,1,7,9,2,45,Master,1457000
51,1,15,5,0,25,Ph.D,2395000
61,3,17,6,1,30,Ph.D,2765000
76,1,9,8,0,40,Master,1426000
67,1,19,7,0,35,Bachelor,1989000
67,1,7,7,1,35,Ph.D,1701000
73,4,5,7,1,35,Ph.D,1272000
78,1,6,8,1,40,Master,1172000
61,2,1,6,0,30,Bachelor,725000
61,4,17,6,0,30,Bachelor,2331000
53,2,3,5,1,25,Ph.D,1223000
52,3,15,5,0,25,Bachelor,2071000
67,4,1,7,2,35,Bachelor,1380000
59,1,17,6,2,30,Master,2332000
51,3,7,5,2,25,Bachelor,1199000
79,1,6,8,2,40,Bachelor,1149000
72,4,8,7,2,35,Master,1858000
78,3,5,8,1,40,Ph.D,1471000
77,3,2,8,1,40,Master,1079000
51,4,10,5,1,25,Bachelor,1940000
71,4,14,7,0,35,Master,2095000
63,3,9,6,0,30,Bachelor,1567000
73,2,15,7,2,35,Ph.D,2590000
82,3,1,8,1,40,Bachelor,829000
55,4,15,6,1,30,Ph.D,2355000
57,3,16,6,2,30,Master,2199000
62,2,20,6,2,30,Master,2745000
74,4,12,7,2,35,Ph.D,2636000
62,3,9,6,2,30,Ph.D,2462000
64,2,3,6,1,30,Master,420000
81,4,6,8,1,40,Master,1457000
83,3,11,8,1,40,Ph.D,2437000
58,2,1,6,1,30,Bachelor,188000
65,1,9,7,2,35,Master,1620000
54,2,5,5,2,25,Ph.D,2035000
62,4,15,6,0,30,Master,2085000
76,1,14,8,2,40,Ph.D,2299000
68,3,5,7,0,35,Bachelor,857000
81,2,20,8,1,40,Ph.D,3328000
60,2,5,6,2,30,Ph.D,1321000
57,2,14,6,0,30,Master,1820000
79,4,5,8,1,40,Bachelor,1580000
61,1,9,6,2,30,Bachelor,1999000
53,3,15,5,2,25,Master,2477000
52,2,9,5,1,25,Master,1546000
79,1,1,8,0,40,Master,844000
65,3,4,7,1,35,Bachelor,1139000
74,2,9,7,1,35,Ph.D,1840000
74,4,3,7,2,35,Ph.D,1680000
61,1,17,6,0,30,Bachelor,2315000
54,1,6,5,2,25,Master,1075000
59,3,8,6,2,30,Ph.D,2186000
76,3,1,8,1,40,Bachelor,896000
82,4,0,8,2,40,Bachelor,1438000
59,3,5,6,2,30,Ph.D,1373000
84,2,13,8,2,40,Bachelor,1883000
80,4,6,8,1,40,Master,1226000
83,1,0,8,0,40,Ph.D,657000
70,1,2,7,1,35,Ph.D,1418000
